Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
SYDDLC8,SYDDLC,HU,8,,,,,,,,,,,,,,,,,,,,16,31,13,27,11,2,100
SYDCAN11,SYDCAN,MF,11,,,,,,,,,,,12,10,5,9,16,19,14,3,4,2,4,2,,,,100
SFOSHA5,SFOSHA,AA,5,24,11,2,13,2,0,,3,6,,,3,5,,,3,,,,1,6,,2,18,,99
KIXHGH4,KIXHGH,OZ,4,0,2,,,1,7,,4,6,,3,,,,,1,,5,6,8,3,0,3,35,15,99
SEACTU4,SEACTU,OZ,4,2,0,0,0,2,1,0,2,6,,4,2,0,0,4,6,17,23,21,6,1,,2,,,99
JFKPVG18,JFKPVG,LX,18,0,,,23,18,0,,,0,0,34,0,,0,0,6,11,0,,,0,0,0,2,4,98
LAXCTU9,LAXCTU,AA,9,1,0,,,,2,,5,,2,1,2,0,4,2,9,4,3,0,16,16,7,12,6,5,97
YVRPEK11,YVRPEK,AA,11,4,1,2,,0,0,0,,,,1,1,4,,,5,0,4,3,4,30,19,10,6,2,96
LAXHGH7,LAXHGH,BR,7,7,2,0,1,2,14,42,0,0,2,0,2,0,,3,,,7,8,0,1,1,,0,2,94
HNLDLC5,HNLDLC,HA,5,8,11,,4,25,2,12,12,6,,3,0,0,,,,,0,,,3,2,5,,,93
HNDCAN7,HNDCAN,OZ,7,7,2,7,2,2,6,4,4,3,1,,3,0,0,1,2,1,2,4,1,4,1,1,33,2,93
HNDWUH8,HNDWUH,KE,8,30,8,10,3,2,5,0,1,5,,,10,10,3,1,,,1,,1,0,0,0,2,,92
SYDWUH9,SYDWUH,KE,9,11,0,,1,4,6,12,11,,4,,0,4,,0,0,7,16,,0,,,,13,3,92
YVRSHE6,YVRSHE,MF,6,,,,,,,,,,,,,,,,,,2,18,17,12,7,25,5,5,91
SFOWUH6,SFOWUH,UA,6,5,5,0,3,1,0,1,1,1,1,4,8,7,3,4,1,,2,,12,11,5,14,1,,90
SEAFOC2,SEAFOC,DL,2,1,1,,4,1,,4,3,2,0,9,1,3,7,3,5,8,,5,15,6,2,7,2,0,89
ORDSHE3,ORDSHE,KE,3,2,3,2,6,8,5,21,1,3,4,14,1,0,1,0,0,0,0,,9,0,0,9,,,89
IADCTU4,IADCTU,EY,4,,,,,,41,8,1,,,,1,,,,,1,13,21,1,1,,,,,88
ORDCTU6,ORDCTU,OZ,6,6,5,4,3,3,17,33,13,4,0,,0,,,0,0,,,,,,,0,,,88
YVRTAO8,YVRTAO,AC,8,0,4,1,3,6,7,1,4,4,1,7,4,2,6,0,,3,8,8,7,3,1,5,1,1,87
KIXPVG8,KIXPVG,DL,8,1,,,,,,,,,,,,,0,41,10,12,21,0,,2,0,,,,87
SYDCAN12,SYDCAN,PR,12,15,16,1,,2,2,4,,4,1,2,0,3,0,1,1,2,25,5,0,1,1,1,,0,87
IADPVG10,IADPVG,EK,10,,,,3,3,30,5,0,,,,,,,,8,2,32,3,0,,,,,,86
IAHDLC2,IAHDLC,KE,2,5,,1,18,1,1,,,0,,0,2,5,3,0,10,2,10,16,9,3,,,,,86
NRTHGH3,NRTHGH,OZ,3,20,3,5,,1,18,,1,0,,4,,2,3,,1,,0,1,2,3,,6,,16,86
JFKPVG19,JFKPVG,AC,19,25,3,3,1,2,0,7,8,7,1,2,2,23,1,0,0,,,,,,,,,,85
NRTCAN9,NRTCAN,MF,9,,,,,,,17,25,20,,,,,,2,4,2,1,0,4,7,3,,,,85
HNDPVG6,HNDPVG,OZ,6,3,13,4,1,3,4,2,2,3,,,,,1,0,1,0,2,2,4,9,2,1,18,10,85
KIXXMN6,KIXXMN,CA,6,24,12,3,2,4,4,11,3,0,0,,,0,,1,6,3,2,,5,,,4,,,84
NRTPEK7,NRTPEK,HU,7,,,,,,,,,,,,1,0,2,9,5,7,8,2,5,27,4,5,9,,84
SFOSHE5,SFOSHE,UA,5,2,,,0,0,2,1,1,,0,3,6,26,2,5,2,7,2,0,4,17,0,1,1,2,84
YVRXMN6,YVRXMN,AC,6,16,10,1,3,1,5,21,4,1,0,3,0,1,0,1,7,2,0,1,1,2,1,,2,,83
IADCAN5,IADCAN,EK,5,2,1,2,5,0,45,4,,0,2,5,,5,0,,1,5,1,4,0,,0,1,0,,83
SYDXMN9,SYDXMN,3U,9,1,1,11,11,5,9,4,7,10,,1,,,,3,,5,1,3,4,4,1,,,,81
JFKCAN10,JFKCAN,BR,10,0,0,0,0,1,24,31,6,1,0,1,1,,0,,0,,4,9,1,,0,1,,,80
LAXCAN10,LAXCAN,UA,10,2,0,2,6,5,1,3,1,0,1,1,5,3,0,1,4,5,3,9,7,12,3,2,3,1,80
SFOTAO6,SFOTAO,CZ,6,,0,0,0,0,1,5,4,7,0,0,0,3,0,,18,4,6,6,8,7,0,4,3,3,79
HNLSHA2,HNLSHA,HA,2,7,3,0,0,0,0,,0,0,,9,3,3,1,0,3,0,0,3,5,3,,16,23,0,79
NGOCAN6,NGOCAN,CA,6,12,13,11,4,,0,12,2,8,2,0,0,0,1,2,0,,,2,,0,,7,1,1,78
HNDPEK7,HNDPEK,FM,7,,,0,,,,0,,,,1,,,4,23,24,9,1,3,1,2,4,1,0,4,77
NGOPEK4,NGOPEK,KE,4,4,2,0,1,4,1,3,9,3,1,14,3,3,0,4,2,3,9,6,3,1,0,0,0,,76
YVRXMN7,YVRXMN,KE,7,4,1,1,1,3,8,14,12,1,2,2,5,1,1,,3,4,2,6,3,0,,,2,,76
KIXHGH5,KIXHGH,GS,5,,,,,,,,,,,,,,,,,,,1,6,8,17,19,14,11,76
KIXCAN7,KIXCAN,CA,7,11,7,3,2,,6,0,2,7,,1,2,9,5,9,1,1,,5,1,1,2,,,0,75
HNDPEK8,HNDPEK,EY,8,,,,,,,,,,,,,,,1,,,37,17,15,5,,,,,75
NGOFOC3,NGOFOC,CX,3,3,6,4,2,2,4,16,2,4,5,,3,4,2,0,0,2,3,3,4,0,1,2,2,,74
KIXCAN8,KIXCAN,HO,8,1,4,2,,,,,,4,4,5,3,,12,1,7,15,9,0,,1,1,4,1,,74
LAXPEK15,LAXPEK,CI,15,0,1,0,5,7,0,0,1,,2,1,0,0,0,0,4,3,10,34,3,1,,1,,,73
KIXCTU8,KIXCTU,GS,8,,,,,,,,,,,,,,,,,,,,3,12,25,23,6,4,73
HNLPVG8,HNLPVG,CI,8,0,2,0,3,0,7,27,1,0,0,4,2,3,1,4,1,0,0,15,1,1,0,0,0,0,72
SEAHGH2,SEAHGH,HU,2,12,15,3,1,4,1,3,1,1,1,1,,4,,1,2,1,0,2,5,11,3,,,,72
SYDTAO9,SYDTAO,JD,9,,,,,,,,,,,,,,,,,,,,,11,18,19,18,6,72
SYDDLC9,SYDDLC,OZ,9,21,0,,1,0,6,3,1,,,0,0,10,2,0,0,2,2,3,0,0,0,,19,2,72
IAHCAN3,IAHCAN,QR,3,1,6,1,4,3,0,2,5,0,1,3,12,7,6,4,0,0,2,5,0,2,0,7,1,,72
IADPVG11,IADPVG,AF,11,1,,2,2,5,0,7,0,2,1,8,6,6,0,,1,3,0,7,4,,,10,6,,71
HNDXMN6,HNDXMN,SC,6,,,,,,,,,,,,,,,,,,,4,13,10,,31,12,1,71
LAXXMN6,LAXXMN,PR,6,0,0,,,1,0,24,,,,,,0,,,0,2,2,10,0,,,,31,,70
HNLCTU4,HNLCTU,HA,4,17,17,,,,5,2,2,0,,0,,0,,,4,1,10,0,6,,,0,4,,68
HNDCAN8,HNDCAN,SC,8,,,,,,,,,,,,,,,,,,,2,11,9,,35,10,1,68
ORDDLC4,ORDDLC,UA,4,,,2,,1,14,1,,2,3,5,18,2,3,1,2,0,1,1,,2,2,3,4,,67
LAXFOC5,LAXFOC,BR,5,1,0,1,,,21,15,2,1,,,,4,,,,0,5,6,5,5,,,,,66
SEACAN6,SEACAN,BR,6,,,1,0,0,18,4,4,1,0,0,0,2,,,,,21,5,,2,2,0,3,3,66
KIXXMN7,KIXXMN,CZ,7,2,5,8,4,3,1,6,5,10,1,0,1,0,2,5,,4,1,1,2,3,1,0,1,,66
ORDTAO3,ORDTAO,HU,3,2,,5,9,12,4,8,2,1,1,1,3,2,2,,6,,,2,2,2,,,,2,66
SJCDLC1,SJCDLC,HU,1,,,,,0,3,0,4,0,1,2,0,3,3,3,1,22,2,2,8,5,1,1,0,5,66
HNDPEK9,HNDPEK,SC,9,,,,,,,,,,,,,,,,,,,,0,19,,47,,,66
JFKPVG20,JFKPVG,TK,20,3,2,0,3,0,1,0,0,2,1,1,0,0,,,0,1,3,26,2,1,4,11,5,,66
SYDXMN10,SYDXMN,CA,10,2,1,1,1,5,0,,4,2,9,2,2,4,3,9,4,,2,2,1,0,4,,4,3,65
IADFOC2,IADFOC,UA,2,0,0,5,1,0,25,1,1,,1,4,3,6,4,3,3,0,1,2,4,1,,,,,65
YVRPVG12,YVRPVG,CZ,12,9,0,0,14,8,14,0,1,1,0,0,0,4,0,2,,5,1,0,2,1,0,0,,2,64
SEAWUH4,SEAWUH,CZ,4,4,1,0,1,5,0,1,1,4,2,3,,5,4,12,1,2,3,2,3,7,1,1,0,1,64
SYDPVG15,SYDPVG,NZ,15,3,6,1,0,7,2,4,1,1,0,0,5,0,0,0,0,1,7,1,2,1,1,4,1,15,63
IADPEK7,IADPEK,TK,7,0,0,0,0,1,0,1,2,2,0,9,5,1,3,0,3,0,9,16,1,0,0,1,9,,63
MEXWUH2,MEXWUH,AF,2,2,5,5,2,1,7,1,3,7,0,1,1,0,0,2,0,1,2,3,3,1,6,2,6,,61
HNDFOC5,HNDFOC,FM,5,2,5,1,0,0,3,7,1,0,1,,0,1,1,1,3,1,1,1,,3,5,7,10,7,61
SEASHE3,SEASHE,HU,3,,,,,0,7,4,3,5,0,6,2,2,0,5,2,8,4,9,3,1,,,,,61
IADSHE3,IADSHE,KE,3,,4,2,26,8,2,,1,,1,5,4,0,2,0,1,3,,2,0,0,0,0,,,61
ORDFOC3,ORDFOC,UA,3,,0,,0,,0,,2,0,5,8,1,6,6,7,4,11,4,2,5,0,,0,,,61
SFODLC6,SFODLC,UA,6,1,1,,0,,0,,3,1,1,3,6,15,,,0,6,4,3,4,,2,3,4,4,61
HNDHGH5,HNDHGH,GS,5,,,,,,,,,,,,,,,0,1,2,,,6,6,20,22,2,2,61
IADPVG12,IADPVG,AC,12,0,,,2,,0,0,,1,2,,0,8,0,,4,4,6,9,0,2,4,4,2,12,60
HNLCAN5,HNLCAN,UA,5,2,2,3,,4,2,0,,1,2,9,2,9,2,5,3,,,,,2,2,0,6,4,60
SFOPEK13,SFOPEK,BR,13,6,1,2,2,3,1,8,0,3,,0,2,1,3,,1,,7,15,0,0,,1,3,,59
MEXXMN1,MEXXMN,KL,1,,,0,1,,0,0,0,1,1,4,4,7,7,0,2,0,0,5,18,2,1,3,3,,59
YVRCAN8,YVRCAN,BR,8,0,,,0,0,6,19,7,0,1,0,0,1,1,,0,,6,10,4,3,,0,0,0,58
IADWUH3,IADWUH,CZ,3,,,,2,0,,4,,0,1,4,5,18,,2,1,4,4,7,0,1,4,0,1,,58
LAXFOC6,LAXFOC,DL,6,,,,,,1,4,0,,6,4,4,4,2,1,6,6,4,1,1,7,2,1,1,3,58
SEAXMN3,SEAXMN,DL,3,0,1,0,0,,,3,1,1,2,4,2,5,9,2,2,2,7,3,10,2,0,1,1,,58
HNLCAN6,HNLCAN,HA,6,5,3,,1,1,3,1,,3,,4,9,4,1,,2,1,2,0,2,7,2,,4,3,58
IAHPVG7,IAHPVG,BR,7,,,,,1,9,12,1,2,1,2,6,0,0,3,5,0,1,7,0,5,,2,0,,57
MEXWUH3,MEXWUH,CZ,3,0,1,1,,1,1,3,0,2,3,1,1,12,6,1,2,2,3,2,2,4,2,6,0,1,57
ORDDLC5,ORDDLC,KE,5,2,2,2,9,14,2,2,1,1,1,3,0,3,,0,5,2,0,2,1,2,1,2,0,0,57
IADPEK8,IADPEK,AF,8,,,0,0,3,2,18,3,,0,1,1,0,,2,4,4,1,16,,1,,0,,,56
IAHPVG8,IAHPVG,HU,8,,,,,,5,6,,,,0,,1,,3,2,1,4,2,1,2,2,9,18,,56
HNDCAN9,HNDCAN,KE,9,3,3,4,9,3,3,1,1,2,2,0,1,,0,1,1,3,3,1,2,,2,4,6,1,56
HNLCTU5,HNLCTU,UA,5,3,1,0,2,20,0,,5,0,,,2,,,2,11,2,0,0,5,0,0,3,,,56
LAXWUH7,LAXWUH,AA,7,,0,0,,,,,1,0,3,0,2,4,7,3,4,,1,0,6,1,11,6,4,2,55
YVRHGH6,YVRHGH,AC,6,0,1,0,,0,2,3,2,,0,3,3,2,8,,7,4,5,6,1,,,4,4,,55
JFKPVG21,JFKPVG,HU,21,,,,,,0,0,2,3,3,6,0,2,,2,3,,1,6,4,8,,1,6,8,55
SYDXMN11,SYDXMN,KE,11,10,1,1,1,3,4,4,7,,,,1,0,0,,,,,,3,,3,,17,,55
IAHPVG9,IAHPVG,MU,9,9,0,3,0,1,3,16,3,3,2,2,2,1,0,0,0,0,2,1,2,1,3,0,0,1,55
NGOCTU4,NGOCTU,OZ,4,6,,1,,,2,,2,1,3,,0,7,,,,0,2,1,8,11,,3,4,4,55
NRTCTU7,NRTCTU,VN,7,,0,3,5,5,8,2,4,2,,0,5,0,1,4,1,1,12,,2,,,,,,55
JFKPEK18,JFKPEK,AF,18,0,0,0,1,5,2,6,2,2,0,7,13,1,3,0,1,2,1,5,0,0,1,1,1,,54
LAXCTU10,LAXCTU,BR,10,1,0,0,0,0,23,23,2,3,0,,0,1,,,,,0,0,0,1,,,,0,54
YVRDLC7,YVRDLC,MF,7,,,,,,,,,,,,,,,,,,,7,8,7,3,11,9,9,54
ORDWUH4,ORDWUH,AA,4,1,3,2,3,3,1,5,2,2,4,3,1,2,2,,0,1,0,2,1,3,0,5,5,2,53
LAXXMN7,LAXXMN,CI,7,0,1,3,4,2,,5,3,0,1,2,8,3,,0,0,,3,6,2,4,2,0,2,2,53
SYDHGH8,SYDHGH,HU,8,,,,,,,,,,,,0,4,6,,,,,,4,6,15,7,7,4,53
NRTCTU8,NRTCTU,NX,8,,,2,5,,0,37,,9,,,,,,,,,,,,,,,,,53
IAHPEK8,IAHPEK,TK,8,3,15,0,0,2,2,2,0,,,2,5,0,0,0,,,5,5,0,3,2,,5,2,53
LAXSHE7,LAXSHE,BR,7,0,0,,,,21,29,1,,,,,,,,,,,,0,1,0,,,,52
SEAXMN4,SEAXMN,HU,4,0,4,3,2,2,1,6,2,4,,5,1,2,5,1,1,6,3,1,0,1,1,,1,,52
YVRCAN9,YVRCAN,MF,9,,,,,,,,,,,,,,,,,,5,35,5,1,,6,0,0,52
SJCCAN2,SJCCAN,CZ,2,0,0,2,,1,1,3,1,2,2,5,6,1,2,0,4,1,0,8,2,3,,6,1,,51
SYDCAN13,SYDCAN,HU,13,,,,,,,,,,,0,7,6,10,,,,,,,10,6,11,1,,51
ORDSHA2,ORDSHA,UA,2,2,,,,,1,,1,,2,2,,4,9,2,4,3,0,5,3,3,4,1,5,,51
IAHCTU3,IAHCTU,QR,3,,,,0,,,2,,,4,,4,3,0,0,9,1,2,11,5,1,5,,2,2,51
HNLPEK7,HNLPEK,DL,7,0,,0,0,,0,,0,0,0,,2,0,,0,6,34,2,0,0,3,,2,0,,49
IADPVG13,IADPVG,TK,13,1,,0,2,1,5,5,,,,9,1,0,,0,5,,2,10,0,,,3,5,,49
ORDXMN3,ORDXMN,UA,3,,0,1,1,0,,1,8,2,1,,4,0,4,6,1,3,1,8,4,1,1,1,1,,49
YVRCTU8,YVRCTU,UA,8,0,2,0,,1,5,7,3,2,0,2,1,1,,2,1,7,4,,1,,3,6,1,,49
NRTXMN6,NRTXMN,CZ,6,12,1,1,,,0,,6,16,4,1,1,,,,2,1,,0,,2,,,,,47
SYDCAN14,SYDCAN,OZ,14,6,0,1,0,0,2,7,1,0,0,0,4,6,,1,,1,,2,0,0,,3,9,4,47
ORDTAO4,ORDTAO,UA,4,,0,3,2,,3,,4,1,6,3,6,0,,2,1,5,,1,6,3,,,1,,47
MEXHGH1,MEXHGH,UA,1,,0,,,,,,,,,,,,,,,,7,7,12,8,7,3,0,3,47
LAXSHA5,LAXSHA,DL,5,2,,,,,,,,,,1,18,14,,,,5,,,,,0,1,4,1,46
HNLSHE4,HNLSHE,HA,4,4,0,,2,0,3,,,,0,3,4,2,2,,,22,,0,,3,,,1,,46
NRTXMN7,NRTXMN,NX,7,,,,,,10,4,17,0,3,4,1,2,,1,0,,1,0,,3,,,,,46
ORDPVG11,ORDPVG,LH,11,,1,0,5,3,1,13,,0,0,13,4,,0,,0,,2,0,2,,1,,,,45
SYDHGH9,SYDHGH,SQ,9,8,16,1,0,1,3,,14,2,,,,0,,,,,,,,,,,,,45
JFKCAN11,JFKCAN,AF,11,0,,0,0,1,3,6,1,0,4,3,2,13,,,,,2,6,1,,0,1,1,0,44
SYDXMN12,SYDXMN,HU,12,,,,,,,,,,,1,9,2,13,,,,,,2,0,7,5,2,3,44
SEACTU5,SEACTU,MU,5,0,1,,,3,2,6,3,2,,1,2,7,2,,,1,5,3,4,0,1,,1,,44
ORDCTU7,ORDCTU,AA,7,0,1,4,1,0,0,0,1,2,,3,,3,4,1,16,2,,1,0,,2,1,1,,43
NGODLC5,NGODLC,CA,5,6,4,3,0,2,0,4,,3,,4,2,5,0,0,,0,3,4,0,3,,0,,,43
IADCAN6,IADCAN,DL,6,,,1,0,2,7,1,3,1,1,,,,2,2,2,4,4,2,,2,4,3,2,,43
SFOSHA6,SFOSHA,MU,6,,,,,,,,,,,,,,,,,,,,1,3,16,15,8,,43
SJCPVG5,SJCPVG,MU,5,,1,0,7,1,1,3,1,,,,2,0,0,2,2,4,5,6,4,1,2,1,0,,43
NRTCAN10,NRTCAN,3U,10,,,,,,,,,,,,1,14,8,3,6,2,3,0,0,3,1,0,1,,42
SFOFOC5,SFOFOC,UA,5,2,2,,0,,,4,2,,0,4,6,6,1,2,4,,2,,2,,1,4,,,42
SFODLC7,SFODLC,CX,7,4,,,,,,,,,,1,0,2,2,,4,12,7,2,6,0,,,1,,41
KIXFOC6,KIXFOC,CZ,6,1,0,27,0,0,,,1,0,1,,0,1,,,1,,3,,3,1,0,0,1,1,41
MEXCAN4,MEXCAN,KL,4,,1,,0,0,3,3,1,0,2,1,2,,0,1,3,0,8,3,3,4,2,3,0,1,41
LAXXMN8,LAXXMN,AA,8,,,,,,,0,,,,,,,,,,,,,6,7,14,9,1,3,40
MEXSHE1,MEXSHE,AM,1,0,2,6,0,1,,1,1,1,,2,5,3,2,1,5,,1,2,2,4,0,0,0,1,40
HNDDLC7,HNDDLC,FM,7,,,,,,,0,7,,,,0,,4,4,9,2,4,4,4,1,1,0,0,,40
SYDPEK16,SYDPEK,GA,16,31,0,,,,,,,1,1,1,1,5,,,,,,,,,,,0,0,40
SFOTAO7,SFOTAO,UA,7,,6,7,,2,,,6,3,,5,2,4,0,,0,,0,1,,3,1,,,,40
LAXFOC7,LAXFOC,AA,7,,0,2,1,,,,,1,,2,,2,3,2,4,5,1,,6,6,3,1,,,39
HNDSHE6,HNDSHE,FM,6,,,,,,,6,0,,,,0,,1,1,4,9,2,2,2,5,3,2,1,,38
ORDHGH4,ORDHGH,HU,4,1,1,7,2,2,0,6,,0,,,0,,0,,0,2,4,8,4,1,0,,,,38
IADTAO2,IADTAO,UA,2,2,,,,,,0,,7,3,4,6,5,,,2,,,,0,,,7,1,1,38
IAHCAN4,IAHCAN,BR,4,,,,,,8,10,2,0,,,0,,0,1,3,6,1,2,0,2,0,2,0,0,37
JFKPEK19,JFKPEK,KL,19,0,1,0,1,1,2,4,0,1,1,6,1,,0,,5,4,1,8,,0,,1,0,,37
SEATAO5,SEATAO,MU,5,1,,,1,,,,2,,,0,3,5,6,1,3,0,3,1,1,3,1,5,0,1,37
HNDCAN10,HNDCAN,FM,10,,,,,0,,,0,,0,,,,0,1,1,1,1,,4,8,3,8,4,5,36
IADCAN7,IADCAN,KE,7,1,6,2,2,0,0,,10,7,2,2,1,3,0,,,,,,,,,,,,36
JFKCAN12,JFKCAN,SU,12,2,2,0,5,1,,0,0,,0,5,2,3,,1,4,2,0,,0,1,3,5,,0,36
IADPEK9,IADPEK,AC,9,0,0,0,1,,,1,0,,,,,,,,2,1,0,13,,1,5,1,5,5,35
IAHPEK9,IAHPEK,AF,9,0,0,2,1,2,1,3,1,0,,,0,0,5,,2,1,2,4,9,1,,0,1,,35
LAXCAN11,LAXCAN,CI,11,1,2,10,0,2,1,3,1,3,1,0,4,0,0,0,0,2,2,0,1,0,1,0,1,,35
SFOCAN9,SFOCAN,CI,9,1,1,3,0,2,7,6,1,2,0,1,1,1,0,0,1,4,0,2,1,1,0,0,0,,35
YVRSHA4,YVRSHA,CX,4,2,1,0,1,1,0,0,2,0,0,4,0,4,1,2,,2,7,1,0,1,3,1,,2,35
SJCHGH1,SJCHGH,HU,1,,,,,,,,,,,,,7,,,8,4,7,3,1,,0,,1,4,35
IADPVG14,IADPVG,LH,14,,,,1,1,2,2,0,0,0,14,11,,1,,3,0,,0,0,,,0,0,,35
KIXSHA2,KIXSHA,MU,2,18,1,1,0,,4,,0,0,0,,0,2,,0,,1,0,0,0,0,1,1,5,1,35
HNDCAN11,HNDCAN,PR,11,4,3,,,,0,3,0,0,0,,,5,2,,,,6,11,,1,,,,,35
LAXDLC8,LAXDLC,AA,8,2,1,0,,,,,,,0,3,4,5,2,2,1,7,0,2,1,0,4,,,,34
ORDSHE4,ORDSHE,AA,4,2,6,4,0,2,,2,2,,1,0,0,,,,4,2,1,6,0,0,,1,1,,34
JFKPVG22,JFKPVG,AY,22,,7,,,1,,,,,,5,,,,,2,3,,,,0,,16,,,34
SJCCTU2,SJCCTU,CA,2,,,,,,,,,,,,,,,,,,,,10,12,6,3,3,,34
MEXCTU3,MEXCTU,KL,3,2,1,1,3,1,2,3,1,0,1,,0,1,0,1,0,2,1,3,0,5,3,2,1,0,34
ORDPEK13,ORDPEK,LH,13,,,,2,0,,7,,,0,22,,,,,1,0,1,1,0,0,,,,,34
NRTWUH6,NRTWUH,MF,6,,,,,,,7,8,10,,3,0,,,0,1,1,0,1,1,1,,,1,,34
JFKHGH4,JFKHGH,QR,4,,,,0,0,6,1,0,1,,1,1,1,,,,0,10,3,1,0,,,9,,34
SYDCTU9,SYDCTU,3U,9,0,0,0,,,,,,0,,,,,1,7,4,10,5,4,1,1,0,,,,33
YVRPEK12,YVRPEK,3U,12,1,2,0,0,,,1,3,11,,3,0,0,,0,,0,,5,2,,,5,,,33
SFOCTU7,SFOCTU,BR,7,2,,0,,,2,23,2,0,,,,,,,,,2,2,,,,,,,33
SYDCAN15,SYDCAN,GA,15,5,0,0,0,0,0,2,2,0,1,9,2,0,0,0,0,0,,,10,0,0,1,1,0,33
KIXDLC8,KIXDLC,HO,8,,,,1,,,1,1,,,,,,5,12,13,,,,,,,,,,33
HNDWUH9,HNDWUH,SC,9,,,,,,,,,,,,,,,,,,,1,14,5,,13,,,33
HNDTAO6,HNDTAO,HO,6,,,,,,,,2,,,3,0,2,11,3,,,,5,0,,5,0,,,31
YVRWUH7,YVRWUH,MF,7,,,,,,,,,,,,,,,,,,,2,4,4,4,5,5,7,31
JFKCAN13,JFKCAN,TK,13,2,,4,6,0,2,0,0,,,0,0,0,0,2,0,1,1,1,5,,,,7,,31
IADHGH3,IADHGH,QR,3,3,,0,,,2,3,,0,,,2,,,1,,1,5,13,,,,,,1,31
JFKPEK20,JFKPEK,BR,20,1,0,0,0,2,2,4,0,2,1,0,1,,2,0,1,1,5,4,0,0,1,1,2,,30
HNLTAO5,HNLTAO,HA,5,0,7,,3,3,0,,,,,,,3,1,1,1,1,6,0,1,,,2,1,,30
YVRWUH8,YVRWUH,JD,8,,,,,,,,,,,,,,,,,,,,,,,2,28,0,30
KIXCTU9,KIXCTU,NX,9,,,,1,,7,3,,19,,,,,,,,,,,,,,,,,30
IADXMN2,IADXMN,UA,2,,5,2,1,4,0,5,0,,0,0,,,,,,4,0,0,5,0,2,1,1,,30
HNDXMN7,HNDXMN,GS,7,,,,,,,,,,,,,1,,,,,,,1,2,19,4,2,1,30
IAHPVG10,IAHPVG,AF,10,1,0,0,1,3,0,1,1,2,1,1,3,0,1,0,0,1,1,4,2,,3,2,1,,29
ORDPVG12,ORDPVG,AY,12,,,,,,1,4,,,,,,,,,8,3,0,11,1,1,,,,,29
HNDFOC6,HNDFOC,CZ,6,,,,,,,,,,,0,,5,2,2,,3,1,3,4,2,7,,,,29
SFOCAN10,SFOCAN,DL,10,2,,,1,3,1,0,0,,0,0,,1,0,1,6,2,0,3,2,2,0,4,,1,29
KIXWUH7,KIXWUH,FM,7,,0,,0,,,,0,,,1,,0,,2,2,2,2,8,2,6,1,0,1,2,29
IAHSHE2,IAHSHE,KE,2,2,2,3,4,,0,3,4,0,3,3,,0,,0,0,3,,,0,2,,0,,,29
KIXSHA3,KIXSHA,OZ,3,,,,,5,4,,,0,,0,,,,0,2,,,,0,,1,,9,8,29
NGOCAN7,NGOCAN,VN,7,0,,1,,1,0,,4,1,0,1,5,5,,2,2,0,0,,1,,,1,5,,29
KIXPVG9,KIXPVG,CI,9,,0,0,0,5,4,5,3,,0,0,0,,0,1,2,1,5,,0,1,,1,,,28
SFOPVG15,SFOPVG,SQ,15,1,,2,1,0,,0,0,2,4,4,2,1,,1,2,3,3,2,0,,0,,,,28
IADCAN8,IADCAN,TK,8,,,0,1,1,3,3,0,,0,9,8,2,0,0,0,0,,1,,,,0,0,,28
SYDHGH10,SYDHGH,3U,10,,,0,1,1,9,2,3,2,,0,,0,,1,4,0,,0,2,,,,2,,27
ORDFOC4,ORDFOC,AA,4,,1,3,0,0,,0,2,4,,4,,2,0,2,0,1,1,2,4,,,,1,,27
SFOPEK14,SFOPEK,CI,14,0,0,,2,2,,5,0,0,0,0,2,0,0,2,0,0,0,8,2,0,0,1,3,,27
NGOPVG5,NGOPVG,KE,5,3,1,,0,3,3,0,0,4,0,2,1,0,,1,0,1,,,0,1,1,,3,3,27
ORDPVG13,ORDPVG,LX,13,,,0,13,7,,,,1,,3,,,,0,,2,,,,,1,,,,27
SEAXMN5,SEAXMN,MU,5,,0,0,,3,,1,8,,,0,1,2,,,1,1,1,9,0,,,,,,27
LAXHGH8,LAXHGH,AA,8,,,,,,,,,,,,,,,,,0,0,,5,7,0,1,,13,26
NRTPVG7,NRTPVG,CI,7,0,0,,1,6,1,2,2,1,0,7,0,0,2,,,2,,1,,1,,0,0,,26
LAXXMN9,LAXXMN,DL,9,0,,0,,,,4,,2,3,2,6,2,1,3,1,,0,0,,0,,,,2,26
NRTPEK8,NRTPEK,EY,8,,,,,,,,,,,,,,,,,,14,7,,5,,,,,26
IAHCAN5,IAHCAN,KE,5,9,8,0,2,0,,2,4,0,,0,1,0,,,0,,,,,,,,,,26
MEXPEK9,MEXPEK,MU,9,,,,,,7,6,3,5,,,1,,,1,,,,,2,,1,,,,26
HNDCTU7,HNDCTU,OZ,7,1,1,0,1,,2,7,,,1,,,2,2,2,0,,2,,2,1,,,,2,26
HNLCAN7,HNLCAN,PR,7,4,0,0,0,,,,,0,,2,,0,,,,,14,6,,0,0,,0,0,26
JFKPVG23,JFKPVG,PR,23,,,,,0,,0,,,,,0,,,,,,,26,,0,,,,,26
SYDFOC7,SYDFOC,SQ,7,,,6,,,,,,,,,,,,,,,,,,,,,18,2,26
