row,id,money,sort,scholarship
2307,7066,3.858025,hall,1
2308,7067,4.701968,hall,1
2309,7070,9.5,hall,0
2310,7071,9.5,hall,0
2311,7080,4.388503,hall,1
2312,7081,4.099151,hall,1
2313,7082,9.6,hall,0
2314,7083,9.8,hall,0
2315,7088,4.72608,hall,1
2316,7089,4.340278,hall,1
2317,7096,9.6,hall,0
2318,7098,9.6,hall,0
2319,7099,4.340278,hall,1
2320,7100,9.7,hall,0
2321,7101,8.8,hall,0
2322,7106,9.8,hall,0
2323,7107,9.5,hall,0
2324,7108,9.3,hall,0
2325,7109,4.774306,hall,1
2326,7126,3.90625,hall,1
2327,7127,4.340278,hall,1
2328,7134,9,hall,0
2329,7135,9.9,hall,0
2330,7154,9.8,hall,0
2331,7155,8.8,hall,0
2332,7168,8,hall,0
2333,7169,8.5,hall,0
2334,7170,4.484954,hall,1
2335,7171,4.62963,hall,1
2336,7176,9.9,hall,0
2337,7177,9.8,hall,0
2338,7182,9.6,hall,0
2339,7183,9.9,hall,0
2340,7190,9.8,hall,0
2341,7191,9.6,hall,0
2342,7202,9.6,hall,0
2343,7203,9.6,hall,0
2344,7204,8.2,hall,0
2345,7205,8,hall,0
2346,7216,9,hall,0
2347,7217,9.6,hall,0
2348,7230,4.340278,hall,1
2349,7231,4.340278,hall,1
2350,7232,9.6,hall,0
2351,7233,9,hall,0
2352,7236,9.6,hall,0
2353,7237,9.7,hall,0
2354,7240,8.9,hall,0
2355,7241,9.1,hall,0
2356,7242,9.6,hall,0
2357,7243,9,hall,0
2358,7244,4.581404,hall,1
2359,7245,9,hall,0
2360,7250,4.62963,hall,1
2361,7251,9,hall,0
2362,7252,9.9,hall,0
2363,7253,9.8,hall,0
2364,7262,9.1,hall,0
2365,7263,9,hall,0
2366,7270,9.8,hall,0
2367,7271,9.7,hall,0
2368,7274,9.6,hall,0
2369,7275,9.4,hall,0
2370,7292,9.5,hall,0
2371,7293,9.6,hall,0
2372,7294,9,hall,0
2373,7295,9,hall,0
2374,7296,4.677855,hall,1
2375,7297,4.774306,hall,1
2376,7300,4.581404,hall,1
2377,7301,4.581404,hall,1
2378,7310,4.774306,hall,1
2379,7311,4.72608,hall,1
2380,7314,4.774306,hall,1
2381,7315,4.340278,hall,1
2382,7318,4.774306,hall,1
2383,7319,4.62963,hall,1
2384,7324,4.340278,hall,1
2385,7325,4.62963,hall,1
2386,7332,4.147377,hall,1
2387,7333,4.147377,hall,1
2388,7336,4.581404,hall,1
2389,7337,4.72608,hall,1
2390,7340,9.6,hall,0
2391,7341,9.4,hall,0
2392,7342,9.5,hall,0
2393,7343,9.7,hall,0
2394,7348,9.7,hall,0
2395,7349,9.8,hall,0
2396,7350,9.1,hall,0
2397,7351,9.6,hall,0
2398,7386,4.195602,hall,1
2399,7387,4.388503,hall,1
2400,7388,8.7,hall,0
2401,7389,9.5,hall,0
2402,7396,9.8,hall,0
2403,7397,9.9,hall,0
2404,7410,4.62963,hall,1
2405,7411,4.147377,hall,1
2406,7412,9.5,hall,0
2407,7413,9,hall,0
2408,7420,9.9,hall,0
2409,7421,9.8,hall,0
2410,7422,9.8,hall,0
2411,7423,9.9,hall,0
2412,7426,3.858025,hall,1
2413,7427,4.581404,hall,1
2414,7432,9.6,hall,0
2415,7433,9.8,hall,0
2416,7434,9.8,hall,0
2417,7435,9.8,hall,0
2418,7440,9.8,hall,0
2419,7441,9.5,hall,0
2420,7442,9.5,hall,0
2421,7443,9.4,hall,0
2422,7468,9.6,hall,0
2423,7469,9.5,hall,0
2424,7474,9.9,hall,0
2425,7475,9.8,hall,0
2426,7476,4.147377,hall,1
2427,7477,4.340278,hall,1
2428,7480,9.9,hall,0
2429,7481,9.7,hall,0
2430,7484,8.9,hall,0
2431,7485,8.4,hall,0
2432,7488,8.4,hall,0
2433,7489,9.4,hall,0
2434,7492,9,hall,0
2435,7493,9.8,hall,0
2436,7502,9.8,hall,0
2437,7503,9.1,hall,0
2438,7504,9.6,hall,0
2439,7505,9.7,hall,0
2440,7520,4.533179,hall,1
2441,7521,9.4,hall,0
2442,7528,9.5,hall,0
2443,7529,9,hall,0
2444,7534,4.147377,hall,1
2445,7535,4.340278,hall,1
2446,7536,3.858025,hall,1
2447,7537,4.388503,hall,1
2448,7540,4.62963,hall,1
2449,7541,9.6,hall,0
2450,7548,4.774306,hall,1
2451,7549,4.388503,hall,1
2452,7552,9.6,hall,0
2453,7553,9.2,hall,0
2454,7572,9.8,hall,0
2455,7573,9,hall,0
2456,7576,9.2,hall,0
2457,7577,8,hall,0
2458,7578,9.8,hall,0
2459,7579,9.1,hall,0
2460,7586,4.147377,hall,1
2461,7587,4.050926,hall,1
2462,7594,4.388503,hall,1
2463,7595,4.340278,hall,1
2464,7606,4.147377,hall,1
2465,7607,2.218364,hall,1
2466,7610,9.7,hall,0
2467,7611,9.5,hall,0
2468,7620,4.774306,hall,1
2469,7621,9.9,hall,0
2470,7632,9.8,hall,0
2471,7633,4.388503,hall,1
2472,7636,9,hall,0
2473,7637,9.1,hall,0
2474,7640,9.9,hall,0
2475,7641,9.6,hall,0
2476,7646,9.9,hall,0
2477,7647,9,hall,0
2478,7650,9.8,hall,0
2479,7651,9.6,hall,0
2480,7656,4.340278,hall,1
2481,7657,4.340278,hall,1
2482,7658,9.6,hall,0
2483,7659,9.8,hall,0
2484,7676,9.1,hall,0
2485,7677,4.243827,hall,1
2486,7680,9.3,hall,0
2487,7681,9,hall,0
2488,7686,4.147377,hall,1
2489,7687,3.90625,hall,1
2490,7706,9,hall,0
2491,7707,9,hall,0
2492,7712,9.6,hall,0
2493,7713,9.9,hall,0
2494,7714,8,hall,0
2495,7715,9,hall,0
2496,7724,4.62963,hall,1
2497,7725,4.099151,hall,1
2498,7728,8.6,hall,0
2499,7729,9.5,hall,0
2500,7730,4.484954,hall,1
2501,7731,4.72608,hall,1
2502,7732,4.581404,hall,1
2503,7733,9,hall,0
2504,7734,4.340278,hall,1
2505,7735,4.147377,hall,1
2506,7738,4.292052,hall,1
2507,7739,4.002701,hall,1
2508,7746,4.62963,hall,1
2509,7747,4.340278,hall,1
2510,7750,9.5,hall,0
2511,7751,9.7,hall,0
2512,7756,9.6,hall,0
2513,7757,9.5,hall,0
2514,7766,9.4,hall,0
2515,7767,9.68,hall,0
2516,7772,8.6,hall,0
2517,7773,9.6,hall,0
2518,7778,8.5,hall,0
2519,7779,9,hall,0
2520,7794,7,hall,0
2521,7795,9.9,hall,0
2522,7796,8.5,hall,0
2523,7797,9,hall,0
2524,7802,4.62963,hall,1
2525,7803,4.774306,hall,1
2526,7804,8,hall,0
2527,7805,4.147377,hall,1
2528,7808,4.557292,hall,1
2529,7809,4.581404,hall,1
2530,7812,9,hall,0
2531,7813,9,hall,0
2532,7822,4.340278,hall,1
2533,7823,8.6,hall,0
2534,7824,9,hall,0
2535,7825,4.147377,hall,1
2536,7828,3.954475,hall,1
2537,7829,4.340278,hall,1
2538,7830,9,hall,0
2539,7831,4.581404,hall,1
2540,7832,8.6,hall,0
2541,7833,9.9,hall,0
2542,7840,9.5,hall,0
2543,7841,4.340278,hall,1
2544,7846,4.195602,hall,1
2545,7847,9.8,hall,0
2546,7854,9.5,hall,0
2547,7855,4.484954,hall,1
2548,7856,9,hall,0
2549,7857,9.3,hall,0
2550,7864,9.5,hall,0
2551,7865,9.3,hall,0
2552,7872,9.6,hall,0
2553,7873,9.59,hall,0
2554,7880,9.3,hall,0
2555,7881,9.6,hall,0
2556,7888,4.72608,hall,1
2557,7889,4.581404,hall,1
2558,7896,9,hall,0
2559,7897,9,hall,0
2560,7898,4.581404,hall,1
2561,7899,4.72608,hall,1
2562,7908,9,hall,0
2563,7909,4.147377,hall,1
2564,7910,4.340278,hall,1
2565,7911,8.6,hall,0
2566,7912,9.7,hall,0
2567,7913,9.9,hall,0
2568,7914,9.7,hall,0
2569,7915,9.8,hall,0
2570,7920,4.147377,hall,1
2571,7921,9,hall,0
2572,7922,9.6,hall,0
2573,7923,6,hall,0
2574,7930,9,hall,0
2575,7931,9.6,hall,0
2576,7932,8.6,hall,0
2577,7933,8.6,hall,0
2578,7934,4.72608,hall,1
2579,7935,9.8,hall,0
2580,7938,8.9,hall,0
2581,7939,9.1,hall,0
2582,7942,8.5,hall,0
2583,7943,9,hall,0
2584,7946,8.8,hall,0
2585,7947,4.147377,hall,1
2586,7948,4.62963,hall,1
2587,7949,9.2,hall,0
2588,7954,4.62963,hall,1
2589,7955,9,hall,0
2590,7958,9.7,hall,0
2591,7959,9.4,hall,0
2592,7962,9.5,hall,0
2593,7963,4.774306,hall,1
2594,7964,8.6,hall,0
2595,7965,9,hall,0
2596,7968,4.292052,hall,1
2597,7969,4.72608,hall,1
2598,7972,9.4,hall,0
2599,7973,4.388503,hall,1
2600,7974,9,hall,0
2601,7975,9.9,hall,0
2602,7976,9.9,hall,0
2603,7977,9.7,hall,0
2604,7978,4.147377,hall,1
2605,7979,4.62963,hall,1
2606,7980,7.6,hall,0
2607,7981,8,hall,0
2608,7982,4.292052,hall,1
2609,7983,4.292052,hall,1
2610,7984,9.9,hall,0
2611,7985,9.3,hall,0
2612,7986,9.8,hall,0
2613,7987,9,hall,0
2614,7994,8.7,hall,0
2615,7995,9.6,hall,0
2616,7998,9.6,hall,0
2617,7999,9.75,hall,0
2618,8000,4.653742,hall,1
2619,8001,4.581404,hall,1
2620,8010,8.1,hall,0
2621,8011,8.9,hall,0
2622,8014,3.858025,hall,1
2623,8015,4.292052,hall,1
2624,8018,9.6,hall,0
2625,8019,9.6,hall,0
2626,8022,9.2,hall,0
2627,8023,8.9,hall,0
2628,8026,9.6,hall,0
2629,8027,9.6,hall,0
2630,8032,4.147377,hall,1
2631,8033,4.340278,hall,1
2632,8036,4.340278,hall,1
2633,8037,4.436728,hall,1
2634,8040,8.5,hall,0
2635,8041,9.1,hall,0
2636,8048,4.340278,hall,1
2637,8049,9.5,hall,0
2638,8060,9,hall,0
2639,8061,8.6,hall,0
2640,8062,9.6,hall,0
2641,8063,9.6,hall,0
2642,8066,9.4,hall,0
2643,8067,4.002701,hall,1
2644,8080,3.858025,hall,1
2645,8081,3.858025,hall,1
2646,8084,8.9,hall,0
2647,8085,9.6,hall,0
2648,8086,9.9,hall,0
2649,8087,4.340278,hall,1
2650,8090,8,hall,0
2651,8091,8,hall,0
2652,8098,4.147377,hall,1
2653,8099,8.6,hall,0
2654,8102,3.616898,hall,1
2655,8103,3.858025,hall,1
2656,8104,4.72608,hall,1
2657,8105,3.90625,hall,1
2658,8108,9.9,hall,0
2659,8109,9,hall,0
2660,8110,4.557292,hall,1
2661,8111,9,hall,0
2662,8118,4.388503,hall,1
2663,8119,4.147377,hall,1
2664,8120,9,hall,0
2665,8121,8.6,hall,0
2666,8124,9,hall,0
2667,8125,9.6,hall,0
2668,8128,4.340278,hall,1
2669,8129,4.340278,hall,1
2670,8130,8.6,hall,0
2671,8131,9,hall,0
2672,8136,9.1,hall,0
2673,8137,9,hall,0
2674,8156,9,hall,0
2675,8157,8.5,hall,0
2676,8158,9.8,hall,0
2677,8159,9.9,hall,0
2678,8180,9.5,hall,0
2679,8181,8,hall,0
2680,8184,4.484954,hall,1
2681,8185,4.62963,hall,1
2682,8214,8.2,hall,0
2683,8215,9.8,hall,0
2684,8232,8.1,hall,0
2685,8233,8.1,hall,0
2686,8238,4.243827,hall,1
2687,8239,4.340278,hall,1
2688,8242,3.809799,hall,1
2689,8243,4.340278,hall,1
2690,8250,9.4,hall,0
2691,8251,9.8,hall,0
2692,8262,8.6,hall,0
2693,8263,8.6,hall,0
2694,8268,4.62963,hall,1
2695,8269,4.62963,hall,1
2696,8270,9,hall,0
2697,8271,9.8,hall,0
2698,8274,9,hall,0
2699,8275,9.8,hall,0
2700,8284,9.8,hall,0
2701,8285,9.6,hall,0
2702,8288,9.8,hall,0
2703,8289,4.340278,hall,1
2704,8290,9.6,hall,0
2705,8291,9.6,hall,0
2706,8296,9.8,hall,0
2707,8297,9,hall,0
2708,8300,9.8,hall,0
2709,8301,9.6,hall,0
2710,8310,9.5,hall,0
2711,8311,8.3,hall,0
2712,8314,4.581404,hall,1
2713,8315,9.3,hall,0
2714,8330,8.6,hall,0
2715,8331,9.34,hall,0
2716,8332,9.5,hall,0
2717,8333,9.8,hall,0
2718,8344,4.72608,hall,1
2719,8345,9.45,hall,0
2720,8352,4.147377,hall,1
2721,8353,4.340278,hall,1
2722,8368,9.8,hall,0
2723,8369,9.8,hall,0
2724,8378,4.62963,hall,1
2725,8379,9.5,hall,0
2726,8384,8.9,hall,0
2727,8385,8.6,hall,0
2728,8392,4.436728,hall,1
2729,8393,9.5,hall,0
2730,8394,4.62963,hall,1
2731,8395,4.147377,hall,1
2732,8402,8.7,hall,0
2733,8403,8.6,hall,0
2734,8422,9.6,hall,0
2735,8423,8.5,hall,0
2736,8424,9.6,hall,0
2737,8425,9.6,hall,0
2738,8426,9.7,hall,0
2739,8427,9,hall,0
2740,8428,9.9,hall,0
2741,8429,8.6,hall,0
2742,8432,9.8,hall,0
2743,8433,8.2,hall,0
2744,8434,9.6,hall,0
2745,8435,9.3,hall,0
2746,8450,9.8,hall,0
2747,8451,9,hall,0
2748,8456,9.3,hall,0
2749,8457,9,hall,0
2750,8462,4.388503,hall,1
2751,8463,4.340278,hall,1
2752,8466,4.72608,hall,1
2753,8467,4.677855,hall,1
2754,8470,4.147377,hall,1
2755,8471,4.509066,hall,1
2756,8472,9.6,hall,0
2757,8473,9.6,hall,0
2758,8478,4.581404,hall,1
2759,8479,4.581404,hall,1
2760,8480,9.6,hall,0
2761,8481,9.5,hall,0
2762,8482,9,hall,0
2763,8483,9.3,hall,0
2764,8484,9.6,hall,0
2765,8485,9.5,hall,0
2766,8486,9.5,hall,0
2767,8487,9.8,hall,0
2768,8496,4.292052,hall,1
2769,8497,4.62963,hall,1
2770,8500,9.9,hall,0
2771,8501,9.6,hall,0
2772,8508,4.340278,hall,1
2773,8509,8.4,hall,0
2774,8510,9.5,hall,0
2775,8511,9,hall,0
2776,8514,9.75,hall,0
2777,8515,4.62963,hall,1
2778,8520,8,hall,0
2779,8521,4.050926,hall,1
2780,8524,4.533179,hall,1
2781,8525,2.121914,hall,1
2782,8536,9.6,hall,0
2783,8537,9.6,hall,0
2784,8538,9.6,hall,0
2785,8539,9,hall,0
2786,8542,8.8,hall,0
2787,8543,4.099151,hall,1
2788,8548,9.9,hall,0
2789,8549,9,hall,0
2790,8550,3.90625,hall,1
2791,8551,2.507716,hall,1
2792,8554,9.7,hall,0
2793,8555,8,hall,0
2794,8558,4.340278,hall,1
2795,8559,4.340278,hall,1
2796,8560,9.6,hall,0
2797,8564,9.1,hall,0
2798,8565,4.62963,hall,1
2799,8570,9.1,hall,0
2800,8571,9.5,hall,0
2801,8572,9.6,hall,0
2802,8573,9,hall,0
2803,8574,9,hall,0
2804,8575,8.6,hall,0
2805,8594,4.62963,hall,1
2806,8595,8.32,hall,0
2807,8600,9.3,hall,0
2808,8601,9.66,hall,0
2809,8604,9.1,hall,0
2810,8605,9.5,hall,0
2811,8614,4.147377,hall,1
2812,8615,9,hall,0
2813,8620,3.665123,hall,1
2814,8621,4.340278,hall,1
2815,8622,8.5,hall,0
2816,8623,4.340278,hall,1
2817,8626,4.340278,hall,1
2818,8627,8,hall,0
2819,8630,9.3,hall,0
2820,8631,9.5,hall,0
2821,8638,9,hall,0
2822,8639,9,hall,0
2823,8642,8.4,hall,0
2824,8643,9.5,hall,0
2825,8644,4.340278,hall,1
2826,8645,4.340278,hall,1
2827,8648,8.9,hall,0
2828,8649,9,hall,0
2829,8652,9.5,hall,0
2830,8653,4.581404,hall,1
2831,8660,9.8,hall,0
2832,8661,9,hall,0
2833,8682,9.9,hall,0
2834,8683,9,hall,0
2835,8686,9.75,hall,0
2836,8687,9.6,hall,0
2837,8692,9.6,hall,0
2838,8693,9,hall,0
2839,8696,4.340278,hall,1
2840,8697,3.858025,hall,1
2841,8698,9.7,hall,0
2842,8699,9.6,hall,0
2843,8706,8.1,hall,0
2844,8707,8.85,hall,0
2845,8712,4.677855,hall,1
2846,8713,4.62963,hall,1
2847,8714,9.8,hall,0
2848,8715,9.3,hall,0
2849,8716,4.72608,hall,1
2850,8717,9.5,hall,0
2851,8722,9.7,hall,0
2852,8723,8,hall,0
2853,8726,4.62963,hall,1
2854,8727,4.340278,hall,1
2855,8728,9.8,hall,0
2856,8729,9.5,hall,0
2857,8730,4.677855,hall,1
2858,8731,4.533179,hall,1
2859,8736,4.340278,hall,1
2860,8737,4.340278,hall,1
2861,8738,9,hall,0
2862,8739,9.2,hall,0
2863,8744,4.340278,hall,1
2864,8745,4.581404,hall,1
2865,8770,7.6,hall,0
2866,8771,3.858025,hall,1
2867,8772,9.75,hall,0
2868,8773,9.6,hall,0
2869,8774,9.1,hall,0
2870,8775,9,hall,0
2871,8778,8.6,hall,0
2872,8779,8.5,hall,0
2873,8782,9,hall,0
2874,8783,9.9,hall,0
2875,8790,9.8,hall,0
2876,8791,9.7,hall,0
2877,8798,9.5,hall,0
2878,8799,9.5,hall,0
2879,8804,3.90625,hall,1
2880,8805,4.72608,hall,1
2881,8806,4.62963,hall,1
2882,8807,4.72608,hall,1
2883,8810,4.774306,hall,1
2884,8811,4.72608,hall,1
2885,8812,8.6,hall,0
2886,8813,9,hall,0
2887,8830,4.581404,hall,1
2888,8831,4.388503,hall,1
2889,8838,9.1,hall,0
2890,8839,4.388503,hall,1
2891,8840,9.6,hall,0
2892,8841,9.5,hall,0
2893,8842,9.8,hall,0
2894,8843,9.4,hall,0
2895,8844,9.8,hall,0
2896,8845,9.5,hall,0
2897,8850,9.9,hall,0
2898,8851,9.6,hall,0
2899,8856,9.2,hall,0
2900,8857,9.5,hall,0
2901,8862,3.90625,hall,1
2902,8863,4.340278,hall,1
2903,8876,9.9,hall,0
2904,8877,9.5,hall,0
2905,8878,9.8,hall,0
2906,8879,9.6,hall,0
2907,8884,9.6,hall,0
2908,8885,9,hall,0
2909,8892,4.581404,hall,1
2910,8893,4.533179,hall,1
2911,8894,4.62963,hall,1
2912,8895,4.340278,hall,1
2913,8900,9,hall,0
2914,8901,9.7,hall,0
2915,8902,4.62963,hall,1
2916,8903,4.436728,hall,1
2917,8904,3.858025,hall,1
2918,8905,4.581404,hall,1
2919,8914,9.6,hall,0
2920,8915,9.7,hall,0
2921,8924,9.2,hall,0
2922,8925,8.2,hall,0
2923,8932,9.8,hall,0
2924,8933,9.3,hall,0
2925,8936,9.6,hall,0
2926,8937,9.9,hall,0
2927,8938,4.72608,hall,1
2928,8939,4.243827,hall,1
2929,8944,9,hall,0
2930,8945,9.8,hall,0
2931,8950,9.8,hall,0
2932,8951,9.6,hall,0
2933,8954,9.6,hall,0
2934,8955,9.3,hall,0
2935,8956,9.1,hall,0
2936,8957,9,hall,0
2937,8968,4.62963,hall,1
2938,8969,8.43,hall,0
2939,8970,9.5,hall,0
2940,8971,9.6,hall,0
2941,8978,9.6,hall,0
2942,8979,9.5,hall,0
2943,8984,9.1,hall,0
2944,8985,4.436728,hall,1
2945,9006,9.5,hall,0
2946,9007,9.7,hall,0
2947,9008,9.6,hall,0
2948,9009,9.5,hall,0
2949,9014,4.677855,hall,1
2950,9015,4.099151,hall,1
2951,9020,9.9,hall,0
2952,9021,9.5,hall,0
2953,9022,4.340278,hall,1
2954,9023,9,hall,0
2955,9030,9.7,hall,0
2956,9031,8.3,hall,0
2957,9036,8.6,hall,0
2958,9037,9,hall,0
2959,9040,4.72608,hall,1
2960,9041,4.62963,hall,1
2961,9052,9.6,hall,0
2962,9053,9.6,hall,0
2963,9060,9.8,hall,0
2964,9061,9.8,hall,0
2965,9066,9.9,hall,0
2966,9067,9.2,hall,0
2967,9076,9.8,hall,0
2968,9077,9.8,hall,0
2969,9078,9.8,hall,0
2970,9079,9,hall,0
2971,9084,9.7,hall,0
2972,9085,9.5,hall,0
2973,9088,9.5,hall,0
2974,9089,4.581404,hall,1
2975,9090,9.9,hall,0
2976,9091,9.8,hall,0
2977,9106,8.4,hall,0
2978,9107,8.4,hall,0
2979,9110,9.8,hall,0
2980,9111,9,hall,0
2981,9130,9.8,hall,0
2982,9131,9.8,hall,0
2983,9132,4.774306,hall,1
2984,9133,4.340278,hall,1
2985,9138,9,hall,0
2986,9139,9.6,hall,0
2987,9144,9.8,hall,0
2988,9145,9.3,hall,0
2989,9148,4.72608,hall,1
2990,9149,4.62963,hall,1
2991,9152,4.774306,hall,1
2992,9153,4.677855,hall,1
2993,9160,9.2,hall,0
2994,9161,9.7,hall,0
2995,9162,9,hall,0
2996,9163,9.7,hall,0
2997,9164,9.7,hall,0
2998,9165,9.7,hall,0
2999,9166,4.340278,hall,1
3000,9167,4.340278,hall,1
3001,9168,3.6,hall,0
3002,9169,9.1,hall,0
3003,9172,9.5,hall,0
3004,9173,9.4,hall,0
3005,9180,9.2,hall,0
3006,9181,9.7,hall,0
3007,9182,9.2,hall,0
3008,9183,9.8,hall,0
3009,9190,9.3,hall,0
3010,9191,4.581404,hall,1
3011,9204,9,hall,0
3012,9205,9.8,hall,0
3013,9216,9,hall,0
3014,9217,9.2,hall,0
3015,9218,9.7,hall,0
3016,9219,9.8,hall,0
3017,9222,9.8,hall,0
3018,9223,9.3,hall,0
3019,9226,4.581404,hall,1
3020,9227,4.581404,hall,1
3021,9228,9.8,hall,0
3022,9229,8.2,hall,0
3023,9232,9.9,hall,0
3024,9233,9,hall,0
3025,9236,4.581404,hall,1
3026,9237,4.581404,hall,1
3027,9242,6.5,hall,0
3028,9243,9.2,hall,0
3029,9244,4.62963,hall,1
3030,9245,4.340278,hall,1
3031,9256,8.4,hall,0
3032,9257,8.5,hall,0
3033,9258,4.774306,hall,1
3034,9259,4.292052,hall,1
3035,9270,9.8,hall,0
3036,9271,9.9,hall,0
3037,9272,4.62963,hall,1
3038,9273,4.72608,hall,1
3039,9276,9.4,hall,0
3040,9277,9.5,hall,0
3041,9282,9.2,hall,0
3042,9283,9.8,hall,0
3043,9288,9,hall,0
3044,9289,9.8,hall,0
3045,9300,9.45,hall,0
3046,9301,9,hall,0
3047,9302,3.858025,hall,1
3048,9303,4.436728,hall,1
3049,9308,8.6,hall,0
3050,9309,8.9,hall,0
3051,9310,9.5,hall,0
3052,9311,9.6,hall,0
3053,9334,4.72608,hall,1
3054,9335,9.9,hall,0
3055,9342,9.3,hall,0
3056,9343,9.9,hall,0
3057,9344,9.6,hall,0
3058,9346,9.6,hall,0
3059,9347,9.6,hall,0
3060,9360,8.5,hall,0
3061,9364,9,hall,0
3062,9365,8.4,hall,0
3063,9366,9.9,hall,0
3064,9367,4.62963,hall,1
3065,9372,9.6,hall,0
3066,9373,9.8,hall,0
3067,9374,9.5,hall,0
3068,9375,9.6,hall,0
3069,9380,4.388503,hall,1
3070,9381,4.533179,hall,1
3071,9390,9.6,hall,0
3072,9391,9,hall,0
3073,9400,9.6,hall,0
3074,9401,8.6,hall,0
3075,9408,4.774306,hall,1
3076,9409,4.340278,hall,1
3077,9412,9.5,hall,0
3078,9413,9,hall,0
3079,9414,4.099151,hall,1
3080,9415,9.5,hall,0
3081,9416,8.4,hall,0
3082,9417,9.2,hall,0
3083,9430,9.5,hall,0
3084,9431,9.6,hall,0
3085,9434,9.9,hall,0
3086,9435,9.5,hall,0
3087,9442,9.9,hall,0
3088,9443,9.8,hall,0
3089,9446,4.388503,hall,1
3090,9447,4.677855,hall,1
3091,9452,9.7,hall,0
3092,9453,9.5,hall,0
3093,9454,8.6,hall,0
3094,9455,9.5,hall,0
3095,9456,9.9,hall,0
3096,9457,9.5,hall,0
3097,9458,9.2,hall,0
3098,9459,8.5,hall,0
3099,9460,9.6,hall,0
3100,9461,9,hall,0
3101,9462,9.6,hall,0
3102,9463,9.6,hall,0
3103,9470,4.62963,hall,1
3104,9471,4.340278,hall,1
3105,9478,9.8,hall,0
3106,9479,8.5,hall,0
3107,9480,9.8,hall,0
3108,9481,9.8,hall,0
3109,9488,9.7,hall,0
3110,9489,9,hall,0
3111,9494,8.9,hall,0
3112,9495,9,hall,0
3113,9504,9.7,hall,0
3114,9505,8.6,hall,0
3115,9512,9.5,hall,0
3116,9513,4.050926,hall,1
3117,9516,4.436728,hall,1
3118,9517,4.436728,hall,1
3119,9518,9,hall,0
3120,9519,9.5,hall,0
3121,9522,4.774306,hall,1
3122,9523,4.677855,hall,1
3123,9536,9.6,hall,0
3124,9537,9.6,hall,0
3125,9540,9.8,hall,0
3126,9541,9.4,hall,0
3127,9548,9,hall,0
3128,9549,9.6,hall,0
3129,9554,9.6,hall,0
3130,9555,9.5,hall,0
3131,9558,9.9,hall,0
3132,9559,9.9,hall,0
3133,9560,4.340278,hall,1
3134,9561,4.050926,hall,1
3135,9562,4.340278,hall,1
3136,9563,4.340278,hall,1
3137,9566,9.8,hall,0
3138,9567,9.9,hall,0
3139,9568,9.5,hall,0
3140,9569,9.9,hall,0
3141,9572,9.5,hall,0
3142,9573,4.581404,hall,1
3143,9582,3.858025,hall,1
3144,9583,4.388503,hall,1
3145,9596,9.5,hall,0
3146,9597,8.5,hall,0
3147,9600,9.3,hall,0
3148,9601,9,hall,0
3149,9606,9.3,hall,0
3150,9607,9.9,hall,0
3151,9608,9.6,hall,0
3152,9609,9.7,hall,0
3153,9610,5,hall,0
3154,9611,8.45,hall,0
3155,9612,7,hall,0
3156,9613,9,hall,0
3157,9614,4.340278,hall,1
3158,9615,4.340278,hall,1
3159,9618,9.6,hall,0
3160,9619,9.2,hall,0
3161,9620,9.5,hall,0
3162,9621,9.2,hall,0
3163,9630,9,hall,0
3164,9631,4.340278,hall,1
3165,9632,9.9,hall,0
3166,9633,9.7,hall,0
3167,9640,3.858025,hall,1
3168,9641,4.774306,hall,1
3169,9648,4.72608,hall,1
3170,9649,4.72608,hall,1
3171,9650,8,hall,0
3172,9651,9,hall,0
3173,9652,4.774306,hall,1
3174,9653,4.62963,hall,1
3175,9654,4.210069,hall,1
3176,9655,4.581404,hall,1
3177,9656,9,hall,0
3178,9657,8.5,hall,0
3179,9658,9.8,hall,0
3180,9659,9.3,hall,0
3181,9660,9.8,hall,0
3182,9661,9.7,hall,0
3183,9670,9.9,hall,0
3184,9671,9.6,hall,0
3185,9676,4.72608,hall,1
3186,9677,4.62963,hall,1
3187,9678,9.6,hall,0
3188,9679,8,hall,0
3189,9688,9.8,hall,0
3190,9689,9.6,hall,0
3191,9702,4.412616,hall,1
3192,9703,8.4,hall,0
3193,9706,4.340278,hall,1
3194,9707,4.340278,hall,1
3195,9708,4.050926,hall,1
3196,9709,4.581404,hall,1
3197,9716,9.7,hall,0
3198,9717,9.1,hall,0
3199,9718,9.6,hall,0
3200,9719,9.9,hall,0
3201,9722,9.7,hall,0
3202,9723,4.774306,hall,1
3203,9728,4.774306,hall,1
3204,9729,4.721258,hall,1
3205,9732,9.6,hall,0
3206,9733,9.8,hall,0
3207,9734,9.4,hall,0
3208,9735,9.9,hall,0
3209,9740,4.533179,hall,1
3210,9741,4.581404,hall,1
3211,9744,9.6,hall,0
3212,9745,8.1,hall,0
3213,9748,4.677855,hall,1
3214,9749,4.484954,hall,1
3215,9752,9.8,hall,0
3216,9753,9.7,hall,0
3217,9754,9.7,hall,0
3218,9755,9.4,hall,0
3219,9756,9,hall,0
3220,9757,8,hall,0
3221,9760,3.375772,hall,1
3222,9761,3.954475,hall,1
3223,9764,9.2,hall,0
3224,9765,9.8,hall,0
3225,9768,9,hall,0
3226,9769,8.6,hall,0
3227,9772,4.62963,hall,1
3228,9773,4.340278,hall,1
3229,9782,4.581404,hall,1
3230,9783,4.72608,hall,1
3231,9788,9.8,hall,0
3232,9789,9.5,hall,0
3233,9796,9,hall,0
3234,9797,9.8,hall,0
